# SETTINGS
cell_size,16
background_color,0,24,64
coin,1504,128,
coin,2400,128,
coin,1264,112,
coin,2176,96,
coin,2192,96,
coin,1216,64,
coin,1616,64,
coin,2032,64,
coin,2048,64,
coin,2320,64,
coin,1296,48,
coin,2096,48,
